000235	岳父
000236	岳母
000237	公公
000238	婆婆
000239	哥哥
000240	邻居
000241	自己
000242	我
000243	你
000244	他（她、它）
000245	我们
000246	你们
000247	他们
000248	别人
000249	大家
000250	群众
000251	同志
000252	同事
000253	同学
000254	同胞
000255	朋友
000256	男
000257	女（姑娘）
000258	先生
000259	女士
000260	身体
000261	头（脑）
000262	头发
000263	辫子
000264	脸
000265	眼
000266	耳
000267	鼻
000268	口
000269	舌
000270	牙齿
000271	脚
000272	心
000273	人
000274	人类
000275	人民
000276	国民
000277	公民
000278	市民
000279	居民
000280	裁缝
000281	模特
000282	商人
000283	经纪人
000284	个体户
000285	会计
000286	园丁
000287	保姆
000288	向导
000289	猎手
000290	解放军
000291	警察
000292	武警
000293	刑警
000294	保安
000295	保卫
000296	门卫
000297	食品
000298	食物
000299	米饭（粮食）
000300	公务员
000301	职员
000302	知识分子
000303	教师
000304	教练
000305	翻译
000306	记者
000307	编辑
000308	作家
000309	画家
000310	导演
000311	演员
000312	医生（大夫）
000313	护士
000314	学生
000315	律师
000316	驾驶员
000317	邮递员
000318	炊事员
000319	保育员
000320	交流
000321	沟通
000322	礼貌
000323	谦让（客气）
000324	招呼
000325	观察
000326	拜访
000327	友谊
000328	约会
000329	会见（接见）
000330	会客
000331	祝愿
000332	庆祝
000333	民政
000334	福利
000335	捐献
000336	事业
000337	事情
000338	事件
000339	事例
000340	婚姻
000341	亲切
000342	美容
000343	工作
000344	地位
000345	经验
000346	就业
000347	岗位
000348	服务
000349	名声
000350	名望
000351	负责
000352	任务
000353	责任（委任）
000354	推荐
000355	招聘
000356	社会
000357	环境
000358	传统
000359	气氛
000360	拖把（墩布）
000361	扫帚
000362	纸篓
000363	烟灰缸
000364	扇子
000365	刀
000366	打火机
000367	电视机
000368	电冰箱
000369	电风扇
000370	空调
000371	洗衣机
000372	籍贯（老家）
000373	名片
000374	名义
000375	对象
000376	欢聚
000377	爱慕
000378	爱戴
000379	恋爱
000380	枕头
000381	蚊帐
000382	毛毯
000383	地毯
000384	坐垫
000385	帘子
000386	首饰
000387	耳环
000388	项链
000389	手镯
000390	戒指
000391	口红
000392	香水
000393	护肤霜
000394	肥皂
000395	牙刷（刷牙）
000396	牙膏
000397	毛巾
000398	手帕
000399	手表
000400	眼镜
000401	镜子
000402	盆
000403	洗脸盆
000404	茶壶
000405	杯子
000406	尺子
000407	剪刀
000408	针
000409	线
000410	按钮（开关）
000411	纽扣
000412	盒子
000413	锁
000414	钥匙
000415	伞
000416	温度计（寒暑表）
000417	手电筒
000418	电池
000419	抹布
000420	油
000421	盐
000422	酱
000423	酱油
000424	粉丝
000425	粉条
000426	香烟
000427	天空
000428	天文
000429	宇宙
000430	星
000431	恒星
000432	行星
000433	卫星
000434	彗星
000435	流星
000436	地球
000437	月亮
000438	太阳
000439	气象
000440	粥
000441	面粉
000442	面包
000443	面条
000444	挂面
000445	馒头
000446	花卷
000447	包子
000448	饺子
000449	馄饨
000450	饼
000451	烙饼
000452	馅儿饼
000453	窝头
000454	年糕
000455	粽子
000456	元宵（汤圆）
000457	油条
000458	汤
000459	快餐
000460	西餐
000461	蛋糕
000462	点心
000463	饼干
000464	汉堡包
000465	罐头
000466	果脯
000467	肉
000468	蛋
000469	饮料
000470	牛奶
000471	咖啡
000472	豆浆
000473	酒
000474	啤酒
000475	汽水
000476	冰淇淋
000477	冰棍儿（雪糕）
000478	茶
000479	开水
000480	天气（气候）
000481	天气预报
000482	摄氏度
000483	晴
000484	阴
000485	云
000486	雨
000487	家具
000488	床
000489	桌子
000490	椅子
000491	凳子
000492	沙发
000493	茶几
000494	衣箱
000495	衣橱
000496	抽屉
000497	床罩（床单）
000498	被子
000499	被套
